genre,artist_name,track_name,track_id,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
Comedy,Chris Hardwick,The Edison of Worry,7xd2fCO4ujjEWf4THsexrd,23,0.806,0.69,106590,0.765,0.0,F#,0.736,-5.877,Major,0.937,66.635,4/4,0.803
Pop,The Hollies,Long Cool Woman (In a Black Dress) - 1999 Remaster,5UwbnHhjnbinJH8TefuQfN,63,0.411,0.757,199200,0.868,0.00221,A,0.355,-9.326,Major,0.062,138.923,4/4,0.815
Pop,NerdOut,The Fortnite Rap Battle,0XOxaWcoiH4UlG2o7jnnN2,64,0.000975,0.687,236069,0.716,0.0,A#,0.127,-6.631,Minor,0.341,94.838,4/4,0.538
Indie,The Cab,La La,3MpR460YBQfy8WJLQZghuD,48,0.0229,0.564,204520,0.95,0.0,E,0.294,-3.924,Major,0.0763,110.034,4/4,0.514
Rock,Kings of Leon,The Face,47NGN2PkaBo0ap4XF5LbJ2,55,0.00594,0.401,208187,0.698,0.082,A,0.077,-5.0,Major,0.0376,143.421,4/4,0.321
Children’s Music,Ab-Soul,Illuminate (feat. Kendrick Lamar),3tK9aXMLi2QSMvxAS7rpv5,55,0.384,0.719,306730,0.855,0.0,D#,0.0696,-5.977,Minor,0.39,132.83,4/4,0.504
Comedy,Eugene Mirman,"Welcome To The Meditation, Please Get Comfortable",7pkaZmZncYa3iOiYvNUoNP,11,0.955,0.407,202165,0.0393,0.122,A#,0.104,-23.445,Minor,0.0445,104.258,5/4,0.0389
Dance,The Rapture,Pieces Of The People We Love,3mv6TYbXOfJV6Nuy58xtJH,43,5.32e-05,0.781,223507,0.522,0.0939,B,0.179,-5.277,Major,0.0431,139.985,4/4,0.437
Comedy,Lewis Black,Rick Santorum: Idiot,3DFDvr15RGoVHKN69DrBMc,17,0.824,0.45,238893,0.827,0.0,F#,0.705,-10.028,Minor,0.878,74.297,3/4,0.057
Ska,The Paranoias,Y Es Porque,30fBTNhB1n1Zr4YxEMqx1R,17,0.00071,0.474,176840,0.638,0.0126,A#,0.0948,-14.242,Minor,0.06,179.565,4/4,0.802
Soundtrack,Jerry Goldsmith,"Blossoms - From ""Mulan""/Score",6mQlq4Fd8C1uBbnwdkkXYm,39,0.743,0.177,387400,0.0812,0.455,F,0.0422,-21.96,Major,0.0385,99.512,5/4,0.046
Children’s Music,Daughtry,Backbone,26qBE923Z3qvCMDKTMEt3z,48,0.042,0.487,182720,0.857,0.0,C,0.41,-3.681,Major,0.0832,80.52,4/4,0.604
Hip-Hop,G Herbo,4 Nem,1SRUARFinBpXhVScMVijoe,51,0.27,0.8,201726,0.808,0.0,F#,0.18,-3.436,Minor,0.16,122.041,4/4,0.582
Classical,Johann Sebastian Bach,"Unaccompanied Cello Suite No. 6 in D Major, BWV 1012: VI. Gigue",4iFWipaU94KLI5pI7J4Huf,34,0.986,0.53,225107,0.0723,0.899,D,0.139,-23.674,Major,0.0578,114.64,3/4,0.651
Comedy,Dane Cook,"Let's Do This, I'm A Cashew",1MfPpKkLeCnWEF7R48y5D4,25,0.805,0.448,251787,0.968,1.95e-06,F#,0.974,-4.747,Minor,0.705,81.747,3/4,0.226
World,Elevation Worship,Jesus I Come,1pyv4TvmufPTYOFQFWMXOF,51,0.113,0.436,351054,0.636,0.0,D,0.647,-7.339,Major,0.0409,140.14,3/4,0.14
Dance,5 Seconds of Summer,Meet You There,4YYmvuwndD3YNfi43M7EC5,62,0.00985,0.728,190855,0.711,3.2e-06,F#,0.254,-5.047,Minor,0.0701,132.915,4/4,0.693
Reggaeton,A.Cinco,Ya No Quiero Estar Solo,1PGLKkIl62hxPrSzmip10B,21,0.318,0.634,273600,0.538,0.0,E,0.139,-8.104,Major,0.0337,129.977,4/4,0.46
Blues,Jimi Hendrix,Send My Love to Linda,2bE5QqVc9q4w5ETEKAazQr,43,0.398,0.368,276787,0.499,0.222,G#,0.16,-10.987,Major,0.0337,126.783,4/4,0.404
Hip-Hop,Kodak Black,Slayed,4RNC26Z9Y5VPTzK4VqQ2yO,52,0.249,0.815,206054,0.719,0.0,G#,0.057,-4.785,Major,0.291,135.061,4/4,0.435
Jazz,Esperanza Spalding,Cuerpo Y Alma,2gTIfTr9XOv7Brek0785J9,33,0.519,0.387,481080,0.44,0.0152,G#,0.0909,-11.158,Major,0.0337,165.238,5/4,0.386
Soul,John Legend,All of Me,3U4isOIWM3VvDubwSI3y7a,85,0.922,0.422,269560,0.264,0.0,G#,0.132,-7.064,Major,0.0322,119.93,4/4,0.331
Classical,Frédéric Chopin,"12 Etudes, Op. 10: No.12 in C minor",0neYOTNaH3SJUN7UwA6JEe,33,0.964,0.371,153285,0.185,0.85,F,0.299,-18.282,Minor,0.0294,78.716,5/4,0.208
Blues,The Derek Trucks Band,Our Love,31tj2KotCEPqotWUGSoyRB,23,0.143,0.532,318747,0.669,0.000134,F,0.0985,-6.658,Major,0.0281,95.026,4/4,0.343
Rock,Metallica,Nothing Else Matters,10igKaIKsSB6ZnWxPxPvKO,70,0.0505,0.558,388733,0.364,5.02e-06,E,0.0753,-11.258,Minor,0.0265,142.171,3/4,0.17
Classical,Andrea Bocelli,Sempre sempre,29DsMfWomMKl5Sxzu6LVRi,35,0.625,0.354,259986,0.462,3.05e-05,D,0.117,-7.622,Major,0.0348,128.087,4/4,0.0974
Alternative,Tora,Jaigantic (Galimatias Remix),098Krv08Lj9YlZShuq5564,48,0.101,0.53,179999,0.54,0.0,F,0.35,-6.859,Major,0.0499,130.038,4/4,0.476
Rock,R.E.M.,Losing My Religion,31AOj9sFz2gM0O3hMARRBx,82,0.163,0.671,268427,0.849,0.0,A,0.0937,-5.03,Minor,0.0284,125.613,4/4,0.829
Reggae,Popcaan,Foreign Love,6sMOOUmCAzOzHlc2n2Oj8H,50,0.253,0.424,237532,0.463,0.0,G#,0.676,-7.187,Major,0.204,66.548,5/4,0.353
Folk,Passion Pit,Make Light,0lo98Gacg04cnpdrPHcBcF,41,0.00142,0.523,296400,0.663,0.00953,G,0.513,-4.372,Major,0.0324,160.01,4/4,0.465
Comedy,Paula Poundstone,Canada,4p6ArvstawaFQdxWdYZWuZ,28,0.917,0.695,116853,0.558,0.0,F,0.764,-9.833,Major,0.932,130.4,4/4,0.381
Blues,Blue Öyster Cult,Fallen Angel,1IYjr8q6ZmRxVlTVtBTvQn,32,0.0275,0.556,194907,0.702,0.024,E,0.149,-9.66,Major,0.0278,145.31,4/4,0.611
Movie,Larry Groce,Rockabye Baby,1UE6gmD89HzSCtsmbah7OC,31,0.937,0.618,85120,0.0325,0.00925,A,0.105,-21.58,Major,0.0361,113.1,3/4,0.445
Folk,Y La Bamba,Ojos Del Sol,2gke8YaJQur5OpkWAeIMdz,49,0.953,0.616,245161,0.193,0.000225,D#,0.383,-10.218,Major,0.0476,95.368,4/4,0.187
Soundtrack,Abel Korzeniowski,Queen Mab,5u78dV00JF3UApE6fKhfZO,28,0.99,0.317,147480,0.0386,0.71,E,0.105,-28.923,Minor,0.0375,109.318,4/4,0.0746
Country,Kellie Pickler,Best Days of Your Life,16jvUOIQ2P54P0bNN4rAdv,53,0.0235,0.649,226800,0.862,0.0,A,0.0737,-5.12,Major,0.0568,127.939,4/4,0.538
Soul,Adele,Don't You Remember,24cKN8P2uGWypxTw5WaNlq,65,0.206,0.64,243200,0.395,0.0,D#,0.0935,-5.689,Major,0.0307,115.082,4/4,0.235
Reggaeton,Wisin,Yo Quiero Contigo,6YruoLKTjTVLSSg2c9rUox,47,0.196,0.769,235545,0.846,1.13e-06,C#,0.263,-4.686,Major,0.145,84.009,4/4,0.697
Country,Dawes,We're All Gonna Die,1SwrPOu6BfuyzNTn7iA3j1,53,0.415,0.617,304733,0.289,0.0197,C,0.105,-6.739,Major,0.0362,133.325,4/4,0.37
Reggaeton,Revol,Corre Peligro (feat. Og Black),5B0MAgk5ipi2IE9SZRyunl,27,0.0929,0.814,220944,0.748,0.0,G,0.184,-6.142,Major,0.126,92.98,4/4,0.56
Blues,Omar and The Howlers,"Honest I Do (feat. Gary Clark, Jr.)",7FmfpB1TgA8hi3etdffflO,26,0.421,0.72,141107,0.412,0.00071,A,0.102,-8.139,Major,0.0305,111.444,3/4,0.463
Anime,Porno Graffitti,Night Train,42fKupww9o4cH1cjr77XDE,15,0.00496,0.598,236840,0.976,2.04e-06,F#,0.14,-2.517,Minor,0.0368,115.054,4/4,0.708
Electronic,Amnesia Scanner,AS A.W.O.L,1hnMxSQPPlQNfFJRAJytvj,39,0.0738,0.612,209999,0.897,0.0331,F#,0.457,-4.6,Major,0.0413,103.987,4/4,0.484
Pop,Grace VanderWaal,Clearly,5XBqGcLYOZi8CEW83Ug7Fs,68,0.125,0.663,251907,0.673,1.58e-06,A#,0.248,-6.152,Minor,0.0586,98.0,4/4,0.279
Hip-Hop,Spillage Village,Can't Call It,0k7UxTqp57Q4oXMaYMTO9P,47,0.528,0.724,368883,0.289,0.0,G#,0.0652,-17.625,Major,0.428,137.017,4/4,0.702
Soundtrack,Adrian Johnston,A Game of Cricket,4nRXY5xGgVEJFBuLA9m00z,23,0.842,0.114,167200,0.168,0.87,D,0.0981,-15.074,Major,0.0405,178.148,3/4,0.13
Opera,Georges Bizet,III. Intermezzo,4CHD74FTzxmL1b5sjY1Ig3,8,0.924,0.11,188267,0.0345,0.903,D#,0.12,-25.67,Major,0.0427,92.024,3/4,0.0388
Opera,Giuseppe Verdi,"Verdi: Messa da Requiem: II. Sequence, 6. Rex tremendae (Chorus, Soprano, Mezzo-soprano, Tenor, Bass)",2gCXaJuuW0dI7oNDp2UtGI,23,0.953,0.172,233893,0.237,0.00541,C#,0.275,-17.598,Major,0.0474,101.406,3/4,0.0486
Reggaeton,Jon Z,Me Fui de Over,66tcf6IOo2Qox6SGDmmm1g,46,0.103,0.891,211685,0.702,0.0,C,0.0802,-5.644,Major,0.17,136.987,4/4,0.492
R&B,Trina,Single Again,4B3X4F8KrvhFk7mW7xhDPp,44,0.0256,0.812,203693,0.873,2.59e-05,G#,0.214,-5.051,Minor,0.0945,111.0,4/4,0.62
Reggae,Marcia Griffiths,Don't Let Me Down,7eivxjw6BUxwkgTcQqyYVW,48,0.404,0.691,204533,0.662,0.00509,E,0.465,-10.045,Major,0.053,157.367,4/4,0.947
Comedy,George Carlin,Wurds,5fOXkOpG7gcDIsyGpbkHQ3,11,0.665,0.421,61467,0.459,4.03e-06,A#,0.941,-20.326,Major,0.872,72.805,4/4,0.192
World,Chris Tomlin,Satisfied,3WVDGjwLYHdtIFYcfyUkgM,47,0.0166,0.572,213013,0.786,0.0,C#,0.0378,-3.628,Major,0.0442,87.991,4/4,0.381
Reggaeton,Gente De Zona,Quien Eres Tu,2YvhgQKgTkvF2a0NLUZLya,25,0.106,0.643,258773,0.96,0.0,B,0.0873,-3.105,Minor,0.139,97.94,4/4,0.788
Pop,Calvin Harris,Giant (with Rag'n'Bone Man) - Laidback Luke Remix,1U86MZz6uZTheeATC2kayc,29,0.000378,0.485,153750,0.954,0.000942,C#,0.095,-2.496,Minor,0.0686,128.084,4/4,0.24
Classical,Johannes Brahms,"Serenade No. 1 in D Major, Op. 11: VI. Rondo. Allegro",7zxKGjOGezmVpGRqVsmV32,0,0.973,0.329,351347,0.231,0.95,D,0.11,-17.475,Major,0.0387,135.116,4/4,0.258
R&B,Usher,DJ Got Us Fallin' In Love (feat. Pitbull),4356Typ82hUiFAynbLYbPn,76,0.0338,0.663,220800,0.861,0.0,G,0.082,-3.398,Minor,0.109,119.963,4/4,0.654
Alternative,Audioslave,The Last Remaining Light,3ItgVE7kFVA2I6eM1POc8W,43,0.0236,0.465,317160,0.497,0.000143,C,0.268,-4.214,Major,0.0285,100.583,4/4,0.258
Blues,Queens of the Stone Age,The Vampyre of Time And Memory,5q453TyHMg7pxYdNG9nufn,51,0.088,0.551,214587,0.385,0.00221,A,0.133,-8.958,Minor,0.0274,142.047,4/4,0.375
Children's Music,Old Town School of Folk Music,Hokey Pokey,0x0sKHaIgRbdiBCwgjPSf5,24,0.824,0.742,112667,0.351,0.0,A,0.0522,-8.507,Major,0.0458,142.615,4/4,0.866
Jazz,Blossom Dearie,"Baby, You're My Kind",1tcVDz0VUydiRsgPps8nZt,35,0.804,0.562,209583,0.263,0.00114,F#,0.119,-12.691,Major,0.0278,71.584,4/4,0.482
Rock,Highly Suspect,Lydia,7yoBjKO6cCnK3zV8gr1k4e,63,0.00933,0.417,242560,0.706,0.000572,F#,0.474,-4.652,Minor,0.0945,127.884,4/4,0.512
Pop,Childish Gambino,Sober,5NhlpQ6BOIz3S5welptk1W,71,0.124,0.707,252026,0.562,1.58e-05,C,0.561,-7.621,Major,0.0305,98.094,4/4,0.418
Jazz,Radio Citizen,Summer Days,4pGe711Sg4M7jcvPK94hDn,55,0.487,0.836,276453,0.401,0.00127,A,0.237,-10.949,Minor,0.148,140.016,4/4,0.477
Opera,Giuseppe Verdi,"Aida, Atto I: ""Se quel guerrier io fossi!...Celeste Aida""",7e5mR6Vxg7R5lgpdpevjwO,18,0.981,0.212,283147,0.199,0.724,A#,0.194,-16.015,Major,0.0519,172.848,4/4,0.0757
Children’s Music,Descendents,I'm The One,5XXiK8GZjjmCHpBpUEm9z5,52,0.0102,0.391,135133,0.968,7.01e-05,C,0.446,-6.324,Major,0.0625,90.481,4/4,0.647
Pop,Lorde,Hard Feelings/Loveless,1Dp7JGFNjvg8Nk0CtMCcnr,63,0.0328,0.487,367391,0.445,0.0104,C#,0.0778,-10.959,Minor,0.113,97.031,4/4,0.18
Ska,Los Auténticos Decadentes,Somos - MTV Unplugged,6rc7TBDJBpB4uemwZssWBr,53,0.281,0.564,187856,0.914,0.0,D,0.913,-6.466,Major,0.121,122.836,4/4,0.464
Soul,Sharon Jones & The Dap-Kings,Money,3kBdQ0SCr6cWDhXsS5g69l,42,0.212,0.48,201613,0.716,6.09e-05,C,0.356,-7.545,Major,0.11,156.487,4/4,0.679
Alternative,Washed Out,Amor Fati,2teUG0CMsLXoPgXNObEVm0,45,0.0762,0.505,266093,0.861,0.0844,A,0.309,-6.864,Major,0.104,100.959,4/4,0.504
Soundtrack,Ennio Morricone,Sister Sara's Theme,18MrU2tqN2HAAGQgqdWojh,31,0.629,0.594,86227,0.265,0.648,A,0.139,-17.43,Major,0.0649,144.804,4/4,0.305
Dance,The Bravery,Hatef--k,3hNfsR5FLiX6NzyqZVncQi,47,0.00832,0.441,175200,0.939,2.35e-06,B,0.402,-3.706,Minor,0.0807,112.005,4/4,0.521
Indie,Ama Lou,Bless Me - (Demo),4mqsYvyMATKLBPwRd3xGnM,53,0.0497,0.71,191230,0.742,0.0,G#,0.4,-4.46,Major,0.0744,81.05,4/4,0.474
R&B,Vedo,Seasons,04BMuufd7lopdAUu68QC9A,35,0.258,0.778,200986,0.497,0.0,D,0.085,-8.457,Major,0.217,116.081,4/4,0.373
Anime,MY FIRST STORY,WINNER,2EfbpJoz5APBuEmH1oUA3H,40,0.000136,0.397,259333,0.987,0.0,A#,0.0973,-2.198,Minor,0.139,170.013,4/4,0.319
Opera,Maria Callas,""" La Traviata "" : Amami Alfredo (Act II) - Digitally Remastered",0wtpkz93wATDkUExJVuXEl,31,0.993,0.364,131933,0.275,0.0284,F,0.293,-11.832,Major,0.043,86.096,4/4,0.0394
Anime,RADWIMPS,Daidarabotti,4b0HUTzU4BAeauz8YYtYNI,16,0.0693,0.564,363693,0.268,0.0,A,0.0798,-9.442,Major,0.0273,151.899,3/4,0.385
R&B,joan,stop and stare,765ZpBQUUFKAVjzVyW77if,51,0.00948,0.58,201953,0.746,6.76e-05,A#,0.11,-5.704,Major,0.04,97.008,4/4,0.548
Rap,G Herbo,Yerk 30,4ZD1VFoJ9LyV65KhPO9TZ5,53,0.218,0.581,238367,0.539,0.0,D,0.0769,-5.541,Major,0.367,147.17,4/4,0.151
Dance,Shawn Mendes,Lights On,348cSuo1eooBe21AzdjAqy,66,0.425,0.706,201440,0.575,0.0,A,0.122,-6.353,Major,0.0648,90.887,4/4,0.554
Movie,Dorothée,À l’aventure,5h9JxJCRjJ7OH4K6WtMdty,2,0.15,0.646,164240,0.93,0.0,C,0.058,-7.061,Major,0.038,200.035,4/4,0.932
R&B,Monte Booker,Mona Lisa,5GUvXUx0GbyBKO2f8yQxFn,66,0.692,0.586,184889,0.404,0.00372,C#,0.0908,-10.402,Minor,0.21,90.563,5/4,0.347
Dance,Lauv,Enemies,3JJYIoJ5FyY9E0DGjr7SXF,77,0.175,0.696,194755,0.693,0.0,D#,0.122,-4.64,Major,0.044,126.025,4/4,0.601
Indie,Mating Ritual,Cold (feat. Lizzy Land),0TEzIqiubHgPvd5kCQ9co6,47,0.00932,0.367,297117,0.782,0.0693,C,0.124,-6.052,Major,0.0397,169.679,4/4,0.339
Ska,Stacked Like Pancakes,Romeo & Juliet,5HhCXYi8jFNTfVrf9gDh65,16,0.453,0.413,243442,0.454,6.89e-06,C,0.0967,-9.172,Major,0.0469,94.986,3/4,0.628
Reggae,Katastro,Flow,6byEdfUvCWTkP1f1Pq2Cmu,56,0.198,0.81,211209,0.76,0.00218,D,0.292,-5.966,Major,0.0459,121.951,4/4,0.566
Dance,Bruno Mars,Locked Out Of Heaven,3w3y8KPTfNeOKPiqUTakBh,79,0.049,0.726,233478,0.698,0.0,F,0.309,-4.165,Major,0.0431,143.994,4/4,0.867
Folk,Kishi Bashi,Summer of '42,6hLFr1VdMscPSm4zpJy5ei,46,0.81,0.39,301720,0.542,0.771,A,0.0634,-8.384,Major,0.0323,154.023,4/4,0.281
Electronic,Thievery Corporation,The Hong Kong Triad,6u2d6TYr9a55R0EADYG6PX,29,0.0421,0.611,181827,0.808,0.858,A,0.0917,-9.722,Minor,0.0323,122.996,4/4,0.717
Rap,Kanye West,Heard 'Em Say,6yIjtVtnOBeC8SwdVHzAuF,63,0.055,0.736,203733,0.702,0.0394,G,0.124,-8.437,Minor,0.181,94.857,4/4,0.569
Country,Big Smo,We the People (feat. Casey Beathard),7svZRLGoDNcOmsJDpwtY3Q,37,0.0571,0.407,192320,0.882,0.000124,G#,0.274,-5.262,Major,0.408,178.679,3/4,0.456
Children’s Music,Two Another,Keeping Me Under,1PQNcWNJt5P9gSLRLA5gmT,62,0.135,0.795,218926,0.549,0.000109,D,0.115,-7.791,Major,0.088,108.012,4/4,0.582
Comedy,Katt Williams,Pimp Decision II,5f9JsSgWfhjRL9L9ZyFw3C,17,0.876,0.588,91027,0.901,2.56e-06,G,0.866,-8.197,Major,0.95,61.693,4/4,0.191
R&B,TRACES,High and Dry,5znRHTk8ihBQLkzq47hXM3,50,0.572,0.297,190021,0.345,3.49e-06,G#,0.0975,-12.503,Major,0.0758,174.477,3/4,0.15
Pop,The Chainsmokers,Siren,3K01yfjGY0NslZrXkWVAtK,63,0.351,0.588,174307,0.779,0.0114,E,0.371,-4.284,Minor,0.107,150.015,4/4,0.264
Anime,BUMP OF CHICKEN,R.I.P.,5q2ajC9G3FOrh9ooEf18oF,37,0.000393,0.487,355853,0.702,0.0273,C#,0.0864,-6.257,Major,0.0322,97.631,4/4,0.427
Dance,Clean Bandit,Tears (feat. Louisa Johnson),7py16W5fWYLFFS6BElKAjn,70,0.0431,0.605,225915,0.77,0.0,F,0.159,-3.645,Minor,0.0446,130.037,4/4,0.298
Rap,Travis Scott,the ends,33zbOXJSwW7uf4VXXWow2O,65,0.0661,0.585,201263,0.737,0.0,E,0.0904,-4.121,Minor,0.191,171.853,4/4,0.0497
Classical,Johannes Brahms,"Symphony No. 4 in E Minor, Op. 98: II. Andante moderato (Live)",7rtyBg3RCicaUzwW9GyA9i,2,0.944,0.176,719000,0.113,0.901,E,0.122,-18.733,Major,0.0402,113.165,4/4,0.045
Rap,Usher,Caught Up,5zdUc1JRCImBYcDWgvFNpE,62,0.027,0.817,224640,0.806,9e-06,F#,0.119,-4.606,Major,0.0623,110.086,4/4,0.805
Children’s Music,NEEDTOBREATHE,WALKING ON WATER,0WWUC8RjWvuBTkiiFDxyQf,57,0.125,0.534,246933,0.784,8.92e-06,C,0.0753,-6.542,Major,0.0476,118.011,4/4,0.251
Blues,Jonny Lang,Lie To Me,6DCALWbYX0BCOAGy0hMmRs,48,0.561,0.615,251307,0.684,0.000492,G#,0.061,-8.679,Major,0.043,112.378,4/4,0.894
Electronic,Baauer,Day Ones,1Mo5laispYHsrhCPAck6QR,36,0.166,0.462,171000,0.951,0.0,C#,0.222,-5.848,Major,0.739,97.804,5/4,0.435
Opera,Jean-Philippe Rameau,"Suite No. 2 en mi mineur, RCT 2: VIII. Tambourin",2xaZEIHslcu7knVzR9M5GI,8,0.857,0.519,77840,0.466,0.022,A#,0.158,-17.769,Minor,0.0291,115.974,4/4,0.967
Opera,Giuseppe Verdi,"Otello / Act 4: ""Mia madre aveva una povera ancella""",2YsQLo8mzfW6irF9KdrGno,9,0.963,0.291,60027,0.0292,0.0,B,0.147,-34.251,Minor,0.0511,95.778,3/4,0.0363
Country,Upchurch,Go for It,5iUUD6a98ko2EKP1AKlHOy,43,0.0543,0.843,144427,0.562,0.00108,B,0.188,-11.747,Minor,0.275,120.917,4/4,0.196
Opera,Mirella Freni,Gianni Schicchi (Oper in 1 Akt),7m0XbGPnZQjcUoKA3rPTFh,36,0.934,0.169,146827,0.241,0.000149,G#,0.068,-14.572,Major,0.0433,174.04,5/4,0.0833
Alternative,Jack White,Love Interruption,3s3ciLHOXE1xVqGkdxwHPs,46,0.645,0.582,157973,0.365,1.03e-06,A,0.147,-11.04,Major,0.0388,93.855,4/4,0.312
Movie,Angela Lansbury,"Beauty and the Beast - From ""Beauty And The Beast""",5lZVV6ZjD1HJqaiipiTNLM,12,0.735,0.317,164333,0.226,3.71e-06,G#,0.187,-11.249,Major,0.0318,87.875,4/4,0.151
Rock,Iration,Broken Promises,4x4id0TFKHOZJQIaHBIbbv,49,0.0147,0.719,223093,0.765,0.00079,F,0.0485,-4.416,Major,0.0674,167.956,4/4,0.525
Rap,Juice WRLD,Make Believe,6eiztdXRkooWsBt2xToMWI,74,0.129,0.722,142026,0.848,0.0,G,0.128,-4.247,Minor,0.0601,84.04,4/4,0.708
Reggae,Shamanes Crew,Espartaco,5IJfOtDmZ8mb56Zzv0icgI,53,0.185,0.674,317075,0.767,3.29e-05,F,0.0783,-6.54,Major,0.0957,171.973,4/4,0.835
Anime,Last Note.,逃走本能,2k26Weq2ZnLo1pVEFCftaA,20,0.00686,0.35,259394,0.969,1.09e-05,C#,0.057,-3.246,Minor,0.198,197.889,4/4,0.348
Reggae,Zona Ganjah,De la Tierra Crece,2um53B5wdoATS9GbrWf5Vo,55,0.255,0.948,189453,0.632,0.0,E,0.0681,-6.39,Minor,0.304,125.098,4/4,0.961
Reggae,Ocean Alley,Baby Come Back (triple j Like A Version),4DYzATYmaOdc10gbAqEsmn,46,0.11,0.492,289066,0.544,2.6e-05,G#,0.0934,-9.13,Major,0.0449,148.674,4/4,0.373
Pop,GoldLink,Herside Story,564oa00vY05d1uYnTEAAmE,69,0.656,0.885,183760,0.595,4.42e-06,G,0.105,-5.487,Major,0.286,148.034,4/4,0.754
Dance,Troye Sivan,HEAVEN,5VrgqxF4HM4NgCboCTbMnL,55,0.0751,0.518,261114,0.725,2.39e-05,G#,0.09,-7.492,Major,0.129,144.032,4/4,0.328
Comedy,Sarah Silverman,Looking Inward,3pYn1Rt2tvNYzCt5jqR8AU,23,0.896,0.578,398000,0.535,0.0,A,0.223,-9.572,Major,0.954,66.893,3/4,0.526
Soul,The Impressions,We Must Be In Love,1ZgP9d8OaiBCUQKOrvbAsH,40,0.175,0.56,237613,0.849,8.27e-05,F,0.28,-6.108,Minor,0.0422,97.473,4/4,0.866
Classical,Johann Sebastian Bach,Concerto for two violins BWV 1043 in D Minor: Concerto for two violins BWV 1043 in D Minor: III. Allegro,4MWApmCN5F3djPLvKCQUQC,36,0.786,0.516,280160,0.344,4.01e-05,C#,0.126,-13.704,Minor,0.0358,103.672,3/4,0.7
Children’s Music,Night Riots,Breaking Free,3ti4eDm3s0dGWxQKeJ1OeM,53,0.0285,0.445,243157,0.874,1.49e-05,G,0.271,-4.054,Major,0.0856,166.081,4/4,0.515
Country,Sam Hunt,Make You Miss Me,0xwPzLmBAYro8BUz7MrtAo,70,0.158,0.614,225693,0.472,0.0,G,0.111,-6.626,Major,0.0297,146.005,4/4,0.168
Soundtrack,Yuki Hayashi,爆殺王!!,6RJaCS5pLDVlxuzZ7JAi3B,32,2.98e-05,0.451,125240,0.955,0.92,G,0.243,-6.192,Major,0.0921,95.056,4/4,0.31
Soundtrack,John Carpenter,Allyson Discovered,6KUOHfibdHNKTI4HoUGUij,30,0.518,0.182,86375,0.0287,0.941,G,0.111,-25.86,Major,0.0461,140.415,3/4,0.0384
Children's Music,Juice Music,The Ants Go Marching In,4EVrOAM6MADmije4yyXM4Z,0,0.385,0.928,185533,0.472,0.0,G,0.0888,-10.586,Major,0.226,130.104,4/4,0.877
Indie,Tyler Childers,Follow You to Virgie (Live),55aK86IrWnMT6XoMwBs5ca,50,0.892,0.591,204107,0.272,1.96e-05,B,0.629,-10.749,Major,0.0561,72.507,4/4,0.312
Children's Music,Nursery Rhymes and Kids Songs,Frere Jacques (Are You Sleeping),1Fonneil8fS2Nuv61vScgA,0,0.986,0.713,63901,0.0686,0.862,C,0.0596,-13.588,Major,0.0401,119.964,4/4,0.891
Reggae,Bob Marley & The Wailers,Soul Shakedown Party - Afrodisiac Soundsystem Remix,4ExkfaxWcf7WefeKec4PLi,35,0.0591,0.947,246560,0.733,0.0309,F,0.378,-10.444,Major,0.0783,127.017,4/4,0.963
Children's Music,Music with Brian,6 In 2 Days,31Fp0P5JwXPZ9O3qT0JPCB,0,0.00156,0.695,160867,0.893,3.15e-06,E,0.376,-5.612,Major,0.0473,114.961,4/4,0.749
R&B,Thirdstory,Over (When We Said Goodbye),43vCWbdDIpAsgUpAXjmgQ4,42,0.298,0.599,210587,0.48,0.0,C,0.113,-9.412,Major,0.0766,80.75,4/4,0.369
Pop,JENNIE,SOLO,2wVDWtLKXunswWecARNILj,80,0.0861,0.751,169567,0.642,0.0,D#,0.0953,-5.165,Minor,0.087,95.045,4/4,0.388
Pop,Bebe Rexha,Small Doses,1rKqsfuQVUFhROVwcoGJGY,61,0.134,0.474,197627,0.565,0.0,E,0.0761,-5.238,Minor,0.0309,101.896,4/4,0.275
Jazz,Art Tatum,Blue Skies,0ADAFZE0bYIuaIyPNFl3LE,48,0.989,0.443,172293,0.0711,0.894,C#,0.101,-20.146,Major,0.0486,175.02,4/4,0.596
Rock,Chase Rice,Eyes On You - Acoustic,1YGSgLkGrLzexPAw2AJBpJ,35,0.433,0.717,174576,0.459,1.89e-05,A,0.109,-6.075,Major,0.0412,100.011,4/4,0.575
Alternative,Capital Cities,One Minute More,0NYLOvWtvJdyeceDD9R1Vw,47,0.00489,0.611,202922,0.856,2.82e-06,A,0.0997,-4.466,Major,0.0341,123.001,4/4,0.361
Electronic,The Prodigy,Baby's Got a Temper (Main Mix),0j6v4jn6SQxoA8pmggUqYD,49,0.000495,0.567,267000,0.952,0.0439,F#,0.338,-5.644,Major,0.0466,105.954,4/4,0.493
Pop,John Mayer,Say,6wZI4mdT8JwXgkGURnBQiq,61,0.541,0.485,230213,0.723,1.12e-06,A#,0.075,-6.565,Major,0.0317,167.845,4/4,0.541
Classical,Olivier Messiaen,"Quatuor pour la fin du temps, I/22: IV. Intermède (Live)",4xYtwGUXQjrvhPHc6g1rI8,4,0.904,0.379,104960,0.18,0.293,C,0.285,-19.67,Major,0.0523,88.672,4/4,0.383
